Title,Location,Shuttle shop,Neighbourhood
Greentouch Home,"Furniture Plaza - 306, Floor 3",Shuttle Stop: 3 (Green Line),Neighborhood: Downtown Main
Greenwald Antiques,"Market Square - G-18, G-20, G-43, Ground",Shuttle Stop: 29 (Red Line),Neighborhood: Market Square & Elm
Grinard Collection,"Market Square - G-37, Ground",Shuttle Stop: 29 (Red Line),Neighborhood: Market Square & Elm
GTA - Global Textile Alliance,"Market Square - 246, 253, Floor 2",Shuttle Stop: 29 (Red Line),Neighborhood: Market Square & Elm
GTR Leather Company,"Showplace - 3417, Floor 3",Shuttle Stop: 1 (Transportation Terminal),Neighborhood: Commerce Concourse
"Guardian Protection Products, Inc.","Furniture Plaza - 316, 317, Floor 3",Shuttle Stop: 3 (Green Line),Neighborhood: Downtown Main
Guardsman,"Plaza Suites - 1-527 #14, Floor 1",Shuttle Stop: 3 (Green Line),Neighborhood: Downtown Main
Gulfstream Shippers Association,"Plaza Suites -  1-527 #5, Floor 1",Shuttle Stop: 3 (Green Line),Neighborhood: Downtown Main
Gum Tree Fabrics,"Resource Center - 329 S. Wrenn St., Floor 4",Shuttle Stop: 13 (Green Line),Neighborhood: Centennial Wrenn South
H. M. Richards Inc,"Market On Green - 205, 206, Floor 2",Shuttle Stop: 13 (Green Line),Neighborhood: Centennial Wrenn South
Half Acre Antiques & Interiors,"Market Square - G-29, Ground",Shuttle Stop: 29 (Red Line),Neighborhood: Market Square & Elm
Halo Creative & Design,"Centers of High Point: Centennial - 121, Floor 1",Shuttle Stop: 12 (Green Line),Neighborhood: Centennial Wrenn South
Hamilton Court,310 N. Hamilton St.,Shuttle Stop: 18 (Red Line),Neighborhood: Hamilton Wrenn
Hamilton Fabric Sales,"Market Square Tower - 407, Floor 4",Shuttle Stop: 29 (Red Line),Neighborhood: Market Square & Elm
Hamilton Place,Hamilton Place - 117-121 N. Hamilton St.,Shuttle Stop: 17 (Red Line),Neighborhood: Hamilton Wrenn
Hamilton Properties,"200 N. Hamilton St. - 200, 320, 330 N. Hamilton St.",Shuttle Stop: 18 (Red Line),Neighborhood: Hamilton Wrenn
"Hammary, A Division of La-Z-Boy, Inc.","IHFC - C930, Commerce, Floor 9",Shuttle Stop: 1 (Transportation Terminal),Neighborhood: Commerce Concourse
Hancock & Moore,"200 Steele - 323, Floor 3",Shuttle Stop: 17 (Red Line),Neighborhood: Hamilton Wrenn
Handy Living,"Radio Building - 404, Floor 4",Shuttle Stop: 14 (Red/Green Line),Neighborhood: Downtown Main
Hank Kozlowski,"Market Square - G-60, Ground",Shuttle Stop: 29 (Red Line),Neighborhood: Market Square & Elm
Harkaari,"Suites At Market Square - G-2043, Ground",Shuttle Stop: 14 (Red/Green Line),Neighborhood: Market Square & Elm
"Harmel, Inc.","Market Square Tower - 2030, Floor 2",Shuttle Stop: 29 (Red Line),Neighborhood: Market Square & Elm
Harounian Rugs International (HRI),"IHFC - D431, Design Center, Floor 4",Shuttle Stop: 1 (Transportation Terminal),Neighborhood: Commerce Concourse
Harp & Finial,"IHFC - H440, Hamilton, Floor 4",Shuttle Stop: 1 (Transportation Terminal),Neighborhood: Commerce Concourse
Harp & Finial,130 S. Main St. ,Shuttle Stop: 14 (Red/Green Line),Neighborhood: Downtown Main
HARTMANN by Planum,"220 Elm - 329, Level 3",Shuttle Stop: 14 (Red/Green Line),Neighborhood: Market Square & Elm
HASAN’S RUGS,"Suites At Market Square - G-8005, Ground",Shuttle Stop: 14 (Red/Green Line),Neighborhood: Market Square & Elm
HB Home Furnishings,"Showplace - 3603, Floor 3",Shuttle Stop: 1 (Transportation Terminal),Neighborhood: Commerce Concourse
Heather Ashton Design,108-110 S. Elm St.,Shuttle Stop: 14 (Red/Green Line),Neighborhood: Market Square & Elm
Hebei Minmetals Company,"Plaza Suites - 1-555, Floor 1",Shuttle Stop: 3 (Green Line),Neighborhood: Downtown Main
Heirloom Lighting,"200 Steele - 111, Floor 1",Shuttle Stop: 17 (Red Line),Neighborhood: Hamilton Wrenn
Hekman Furniture,"IHFC - C754, C735, Commerce, Floor 7",Shuttle Stop: 1 (Transportation Terminal),Neighborhood: Commerce Concourse
Helen Storey Antiques,"Market Square - G-26, Ground",Shuttle Stop: 29 (Red Line),Neighborhood: Market Square & Elm
Hi Teak Furniture,"Suites At Market Square - G-6003, Ground",Shuttle Stop: 14 (Red/Green Line),Neighborhood: Market Square & Elm
Hickory Chair,"Market Square - 314, 300, Floor 3",Shuttle Stop: 29 (Red Line),Neighborhood: Market Square & Elm
Hickory White,"315 Fred Alexander Pl., Ste. 300",Shuttle Stop: 18 (Red Line),Neighborhood: Hamilton Wrenn
HiEnd Accents,"Showplace - 2500, Floor 2",Shuttle Stop: 1 (Transportation Terminal),Neighborhood: Commerce Concourse
High Point Exhibitions Inc.,"Suites At Market Square - T-525, Top Floor",Shuttle Stop: 14 (Red/Green Line),Neighborhood: Market Square & Elm
High Point Market Authority,"Radio Building - 164 S. Main St., S-700, Floor 7",Shuttle Stop: 14 (Red/Green Line),Neighborhood: Downtown Main
High Rock Fabrics,"Market Square Tower - 730, Floor 7",Shuttle Stop: 29 (Red Line),Neighborhood: Market Square & Elm
Highland House Furniture,"200 Steele - 121, Floor 1",Shuttle Stop: 17 (Red Line),Neighborhood: Hamilton Wrenn
Hilary Farr Designs by Braxton Culler,310 S. Elm St.,Shuttle Stop: 8 (Green Line),Neighborhood: Russell & Green
Hillsdale Furniture LLC,"Centers of High Point: Hamilton - 145, Level 1",Shuttle Stop: 12 (Green Line),Neighborhood: Centennial Wrenn South
Himolla,"IHFC - D527, Design Center, Floor 5",Shuttle Stop: 1 (Transportation Terminal),Neighborhood: Commerce Concourse
Hinges Furniture,"Plaza Suites - 1-515, Floor 1",Shuttle Stop: 3 (Green Line),Neighborhood: Downtown Main
Hinkley,"Market Square - 290, Floor 2",Shuttle Stop: 29 (Red Line),Neighborhood: Market Square & Elm
Hi-Rock Home,"IHFC - M208, M231, Commerce, Floor 2",Shuttle Stop: 1 (Transportation Terminal),Neighborhood: Downtown Main
Hjort Knudsen,"IHFC - D520, Design Center, Floor 5",Shuttle Stop: 1 (Transportation Terminal),Neighborhood: Commerce Concourse
HMi Group---Hooker Furnishings,"220 Elm - 200, Level 2",Shuttle Stop: 14 (Red/Green Line),Neighborhood: Market Square & Elm
Hoang Ha USA Co. LTD,"Suites At Market Square - M-6009 , Mezzanine",Shuttle Stop: 14 (Red/Green Line),Neighborhood: Market Square & Elm
Holland House Furniture,"Holland House - 449 S. Wrenn St., Floor 1",Shuttle Stop: 11 (Green Line),Neighborhood: Centennial Wrenn South
Holland House Motion,Holland House - 449 S. Wrenn St.,Shuttle Stop: 11 (Green Line),Neighborhood: Centennial Wrenn South
Holly Stuart Home LLC,"Suites At Market Square - G-7041, Ground",Shuttle Stop: 14 (Red/Green Line),Neighborhood: Market Square & Elm
Hollywood Home Goods,"Suites At Market Square - M-4021, Mezzanine",Shuttle Stop: 14 (Red/Green Line),Neighborhood: Market Square & Elm
Home Furnishings Association-HFA,"Plaza Suites - 1-527, Floor 1",Shuttle Stop: 3 (Green Line),Neighborhood: Downtown Main
Home Insights,"IHFC - M1010, Main, Floor 10",Shuttle Stop: 1 (Transportation Terminal),Neighborhood: Downtown Main
Home Secrets,"Market Square Tower - 406, Floor 4",Shuttle Stop: 29 (Red Line),Neighborhood: Market Square & Elm
"Home Texco, a division of Rizzy Home","Showplace - 3515, Floor 3",Shuttle Stop: 1 (Transportation Terminal),Neighborhood: Commerce Concourse
Home Trends and Design,118 N. Wrenn St.,Shuttle Stop: 16 (Red Line),Neighborhood: Commerce Concourse
"Homelegance, Inc.",212 Jacobs Place,Shuttle Stop: 5 (Green Line),Neighborhood: Market Square & Elm
Homerica East,212 Jacobs Pl,Shuttle Stop: 5 (Green Line),Neighborhood: Market Square & Elm
HomeStretch,"Market On Green - 402, Floor 4",Shuttle Stop: 13 (Green Line),Neighborhood: Centennial Wrenn South
Hooker Furnishings,"IHFC - C1058, IH207, Commerce, Floor 10",Shuttle Stop: 1 (Transportation Terminal),Neighborhood: Commerce Concourse
Hooker Furnishings,"IHFC - IH207, Commerce, Floor 1",Shuttle Stop: 1 (Transportation Terminal),Neighborhood: Commerce Concourse
Horizon Home LLC,"IHFC - H1144, Hamilton, Floor 11",Shuttle Stop: 1 (Transportation Terminal),Neighborhood: Commerce Concourse
HOUE,"IHFC - IH306, Commerce, Floor 1",Shuttle Stop: 1 (Transportation Terminal),Neighborhood: Commerce Concourse
House of Cindy,"Suites At Market Square - G-7046, Ground",Shuttle Stop: 14 (Red/Green Line),Neighborhood: Market Square & Elm
House of Mercier,"Suites At Market Square - G-3033, Ground",Shuttle Stop: 14 (Red/Green Line),Neighborhood: Market Square & Elm
Howard Elliott Collection,"IHFC - H224, Hamilton, Floor 2",Shuttle Stop: 1 (Transportation Terminal),Neighborhood: Commerce Concourse
Howard Miller,"IHFC - C754, C735, Commerce, Floor 7",Shuttle Stop: 1 (Transportation Terminal),Neighborhood: Commerce Concourse
HTL Furniture Inc. ,305 N. Main St.,Shuttle Stop: 26 (Red Line),Neighborhood: Downtown Main
Hubbardton Forge,"IHFC - IH211, Hamilton, Floor 1",Shuttle Stop: 1 (Transportation Terminal),Neighborhood: Commerce Concourse
Hudson Valley Lighting,"Market Square - M70, M90, M97, M99, Mezzanine",Shuttle Stop: 29 (Red Line),Neighborhood: Market Square & Elm
Hudson Valley Lighting Group,"Market Square - M70, M90, M97, M99, Mezzanine",Shuttle Stop: 29 (Red Line),Neighborhood: Market Square & Elm
Hughes Furniture Industries,"Atrium on Main - 102, Floor 1",Shuttle Stop: 9 (Green Line),Neighborhood: Downtown Main
Huntington House Inc,610 W. Green Dr.,Shuttle Stop: 6 (Green Line),Neighborhood: Russell & Green
Huppé,"220 Elm - 333, Level 3",Shuttle Stop: 14 (Red/Green Line),Neighborhood: Market Square & Elm
HURTADO,Hurtado - 208 W. English Rd.,Shuttle Stop: 26 (Red Line),Neighborhood: North Elm
Iconic Pineapple,"Market Square - 247, Floor 2",Shuttle Stop: 29 (Red Line),Neighborhood: Market Square & Elm
Ideaitalia Contemporary Furniture,501 W. Green Dr.,Shuttle Stop: 6 (Green Line),Neighborhood: Russell & Green
IHFC,"IHFC - 210 E. Commerce Ave., Commerce",Shuttle Stop: 1 (Transportation Terminal),Neighborhood: Commerce Concourse
IL Fanale,"220 Elm - 328, Level 3",Shuttle Stop: 14 (Red/Green Line),Neighborhood: Market Square & Elm
Imab Group S.p.A,"IHFC - D1035, D1042, Design Center, Floor 10",Shuttle Stop: 1 (Transportation Terminal),Neighborhood: Commerce Concourse
Images by Brandon,"Suites At Market Square - M-8004, Mezzanine",Shuttle Stop: 14 (Red/Green Line),Neighborhood: Market Square & Elm
IMG Comfort,"220 Elm - 206, Level 2",Shuttle Stop: 14 (Red/Green Line),Neighborhood: Market Square & Elm
Impact Plastics Inc.,"Radio Building - 414, Floor 4",Shuttle Stop: 14 (Red/Green Line),Neighborhood: Downtown Main
Import Solutions,"Radio Building - 814, Floor 8",Shuttle Stop: 14 (Red/Green Line),Neighborhood: Downtown Main
Impressions Vanity Company,"IHFC - D417, Design Center, Floor 4",Shuttle Stop: 1 (Transportation Terminal),Neighborhood: Commerce Concourse
In2Rest,"IHFC - C601, Commerce, Floor 6",Shuttle Stop: 1 (Transportation Terminal),Neighborhood: Commerce Concourse
Incanto Italia,"220 Elm - 220, Level 2",Shuttle Stop: 14 (Red/Green Line),Neighborhood: Market Square & Elm
"India's Heritage, Inc.","IHFC - H213, Hamilton, Floor 2",Shuttle Stop: 1 (Transportation Terminal),Neighborhood: Commerce Concourse
Indo Puri,"Suites At Market Square - G-7048, Ground",Shuttle Stop: 14 (Red/Green Line),Neighborhood: Market Square & Elm
Infinity Massage Chairs,"IHFC - H545, Hamilton, Floor 5",Shuttle Stop: 1 (Transportation Terminal),Neighborhood: Commerce Concourse
Innersense 3D,"Radio Building - 815, Floor 8",Shuttle Stop: 14 (Red/Green Line),Neighborhood: Downtown Main
Innovation Living Inc,"220 Elm - 300, Level 3",Shuttle Stop: 14 (Red/Green Line),Neighborhood: Market Square & Elm
Innovations,"Centers of High Point: Hamilton - 128, Level 1",Shuttle Stop: 12 (Green Line),Neighborhood: Centennial Wrenn South
InsideOut Performance Fabrics,"311 N. Hamilton St., 3rd Fl",Shuttle Stop: 18 (Red Line),Neighborhood: Hamilton Wrenn
Intercon Incorporated,Holland House - 449 S. Wrenn St.,Shuttle Stop: 11 (Green Line),Neighborhood: Centennial Wrenn South
InterHall,"IHFC, Commerce, Floor 1",Shuttle Stop: 1 (Transportation Terminal),Neighborhood: Commerce Concourse
Interior Design Society Member Lounge,"Radio Building, Floor 8",Shuttle Stop: 14 (Red/Green Line),Neighborhood: Downtown Main
Interiors With Provenance,"Market Square - G-34, Ground",Shuttle Stop: 29 (Red Line),Neighborhood: Market Square & Elm
Interlude Home,242 N. Hamilton St.,Shuttle Stop: 18 (Red Line),Neighborhood: Hamilton Wrenn
Interlude Home Custom Upholstery,242 N. Hamilton St.,Shuttle Stop: 18 (Red Line),Neighborhood: Hamilton Wrenn
International Casual Furnishings Association,"1912 Eastchester Dr., Ste. 100",Shuttle Stop: 0 (Go Anywhere Shuttle),
International Furniture Direct,"IHFC - C607, Commerce, Floor 6",Shuttle Stop: 1 (Transportation Terminal),Neighborhood: Commerce Concourse
International Home Furnishings Representatives Association,"IHFC - M001, Main, Floor 1",Shuttle Stop: 1 (Transportation Terminal),Neighborhood: Downtown Main
International Shades,"Suites At Market Square - G-4019, G-5022, Ground",Shuttle Stop: 14 (Red/Green Line),Neighborhood: Market Square & Elm
Inval America,"Atrium on Main - 311, Floor 3",Shuttle Stop: 9 (Green Line),Neighborhood: Downtown Main
IRest,"Showplace - 3424, Floor 3",Shuttle Stop: 1 (Transportation Terminal),Neighborhood: Commerce Concourse
ISFD-International Society of Furniture Designers,"4136 Coachmans Court, High Point NC 27262",Shuttle Stop: 0 (Go Anywhere Shuttle),
Ison Furniture,"801 Trinity St., Thomasville",Shuttle Stop: 0 (Go Anywhere Shuttle),
Ison Furniture Mfg,"Suites At Market Square - M-3033, Mezzanine",Shuttle Stop: 14 (Red/Green Line),Neighborhood: Market Square & Elm
ITALO Design,"220 Elm - 320, Level 3",Shuttle Stop: 14 (Red/Green Line),Neighborhood: Market Square & Elm
Itinerant Studio,410-412 N. Wrenn St.,Shuttle Stop: 23 (Red Line),Neighborhood: Hamilton Wrenn
J Furniture,"Centers of High Point: Hamilton - 120, Level 1",Shuttle Stop: 12 (Green Line),Neighborhood: Centennial Wrenn South
J. B. Hunt Final Mile,"Plaza Suites - 1-527 #3, Floor 1",Shuttle Stop: 3 (Green Line),Neighborhood: Downtown Main
J. Covington,"Market Square - G-62A, Ground",Shuttle Stop: 29 (Red Line),Neighborhood: Market Square & Elm
J. Wilkinson Chair Company,422 N. Hamilton St.,Shuttle Stop: 20 (Red Line),Neighborhood: Hamilton Wrenn
J.B. Martin,"Market Square Tower - 724, Floor 7",Shuttle Stop: 29 (Red Line),Neighborhood: Market Square & Elm
Jackson Furniture/Catnapper,"Plaza Suites - 300, Floor 3",Shuttle Stop: 3 (Green Line),Neighborhood: Downtown Main
Jaipur Home LLC,"Plaza Suites - 210, Floor 2",Shuttle Stop: 3 (Green Line),Neighborhood: Downtown Main
Jaipur Living,"Showplace - 3300, 3301, Floor 3",Shuttle Stop: 1 (Transportation Terminal),Neighborhood: Commerce Concourse
Jaipur Rughauz,"Suites At Market Square - M-6047, Mezzanine",Shuttle Stop: 14 (Red/Green Line),Neighborhood: Market Square & Elm
James Stewart & Sons,348 N. Wrenn St.,Shuttle Stop: 24 (Red Line),Neighborhood: Hamilton Wrenn
Jamie Young Company,"IHFC - D223, Design Center, Floor 2",Shuttle Stop: 1 (Transportation Terminal),Neighborhood: Commerce Concourse
JANUS et Cie,"IHFC - M130, Main, Floor 1",Shuttle Stop: 1 (Transportation Terminal),Neighborhood: Downtown Main
Jatex International Inc.,"Suites At Market Square - M-8019, Mezzanine",Shuttle Stop: 14 (Red/Green Line),Neighborhood: Market Square & Elm
"Jaunty Co., Inc.","IHFC - D329, Design Center, Floor 3",Shuttle Stop: 1 (Transportation Terminal),Neighborhood: Commerce Concourse
JBS Couros,"312 S. Hamilton St. - 2nd Fl, Ste. 202",Shuttle Stop: 12 (Green Line),Neighborhood: Centennial Wrenn South
JDouglas,"IHFC - D319, Design Center, Floor 3",Shuttle Stop: 1 (Transportation Terminal),Neighborhood: Commerce Concourse
Jeffan,"IHFC - H255, W253, Hamilton, Floor 2",Shuttle Stop: 1 (Transportation Terminal),Neighborhood: Commerce Concourse
Jeffco Furniture,425 N. Hamilton St.,Shuttle Stop: 20 (Red Line),Neighborhood: Hamilton Wrenn
Jefferson Hayman Studio,501 S. Centennial St. ,Shuttle Stop: 11 (Green Line),Neighborhood: Centennial Wrenn South
Jenni Kayne,"Suites At Market Square - G-7000, Ground",Shuttle Stop: 1 (Transportation Terminal),Neighborhood: Market Square & Elm
Jensen Outdoor,"IHFC - IH409, Commerce, Floor 1",Shuttle Stop: 1 (Transportation Terminal),Neighborhood: Commerce Concourse
Jessica Carpenter Studio,"Chelsea On Green - A203, Floor 1",Shuttle Stop: 6 (Green Line),Neighborhood: Russell & Green
Jessica Charles,"200 Steele - 323, Floor 3",Shuttle Stop: 17 (Red Line),Neighborhood: Hamilton Wrenn
JGW Furniture,"Market On Main - 233 S. Main St., Floor 3",Shuttle Stop: 3 (Green Line),Neighborhood: Downtown Main
Jill Pumpelly Art,"IHFC - H220, Hamilton, Floor 2",Shuttle Stop: 1 (Transportation Terminal),Neighborhood: Commerce Concourse
JK Gallery,Hurtado - 208 W. English Rd.,Shuttle Stop: 26 (Red Line),Neighborhood: North Elm
JLA Home Fabrics,"Market Square Tower - 930, Floor 9",Shuttle Stop: 29 (Red Line),Neighborhood: Market Square & Elm
JLA Olliix,100 E. Green Dr.,Shuttle Stop: 3 (Green Line),Neighborhood: Downtown Main
JM Piers,"Suites At Market Square - G-4026, Ground",Shuttle Stop: 14 (Red/Green Line),Neighborhood: Market Square & Elm
"Jofran Sales, Inc.","Furniture Plaza - 200, 210, Floor 2",Shuttle Stop: 3 (Green Line),Neighborhood: Downtown Main
Johanna Howard Home,"Suites At Market Square - G-4015, Ground",Shuttle Stop: 14 (Red/Green Line),Neighborhood: Market Square & Elm
John Thomas Furniture,215 S. Main St.,Shuttle Stop: 3 (Green Line),Neighborhood: Downtown Main
John-Richard,"200 Steele - 223, Floor 2",Shuttle Stop: 17 (Red Line),Neighborhood: Hamilton Wrenn
"Johnston Casuals Furniture, Inc.","220 Elm - 330, Level 3",Shuttle Stop: 14 (Red/Green Line),Neighborhood: Market Square & Elm
Join Us Boutique,515 S. Hamilton St.,Shuttle Stop: 11 (Green Line),Neighborhood: Centennial Wrenn South
Jonathan Charles Fine Furniture,122 N. Hamilton St. ,Shuttle Stop: 16 (Red Line),Neighborhood: Commerce Concourse
Jonathan Louis International,"Centers of High Point: Centennial - 124, Floor 1",Shuttle Stop: 12 (Green Line),Neighborhood: Centennial Wrenn South
Joseph Joseph Joseph,"Market Square - G-71, Ground",Shuttle Stop: 29 (Red Line),Neighborhood: Market Square & Elm
JP Home Furnishings,"215 S. Main St., 2nd Fl",Shuttle Stop: 3 (Green Line),Neighborhood: Downtown Main
JP Kilkenny Artist ,Design Legacy - 126 Virginia Place,Shuttle Stop: 27 (Red Line),Neighborhood: North Elm
Julia Buckingham by Global Views,"IHFC - D213, D220, Design Center, Floor 2",Shuttle Stop: 1 (Transportation Terminal),Neighborhood: Commerce Concourse
Julian Chichester,118 E. Martin Luther King Jr. Dr.,Shuttle Stop: 25 (Red Line),Neighborhood: Hamilton Wrenn
Justin Westbrook,"Market Square - G-27, G-41, Ground",Shuttle Stop: 29 (Red Line),Neighborhood: Market Square & Elm
Kalalou,"Suites At Market Square - M-2003, M-2019, Mezzanine",Shuttle Stop: 14 (Red/Green Line),Neighborhood: Market Square & Elm
Kalaty Rug Corp.,"IHFC - G369, Green, Floor 3",Shuttle Stop: 1 (Transportation Terminal),Neighborhood: Commerce Concourse
Kalco Lighting,"IHFC - H232, Hamilton, Floor 2",Shuttle Stop: 1 (Transportation Terminal),Neighborhood: Commerce Concourse
"Kaleen Rugs, Inc.","Showplace - 2345, Floor 2",Shuttle Stop: 1 (Transportation Terminal),Neighborhood: Commerce Concourse
Kalindale Products,"Centers of High Point: Hamilton - 106, Level 1",Shuttle Stop: 12 (Green Line),Neighborhood: Centennial Wrenn South
Kalora,"220 Elm - 400, Level 4",Shuttle Stop: 14 (Red/Green Line),Neighborhood: Market Square & Elm
